"can","dep","reg","compct","burcentral","tncc","ncc","nccenr","libelle","typect"
"0101","01","84","1","01004","1",AMBERIEU EN BUGEY,Ambérieu-en-Bugey,Ambérieu-en-Bugey,C
"0102","01","84","1","01024","1",ATTIGNAT,Attignat,Attignat,C
"0103","01","84","1","01033","0",BELLEGARDE SUR VALSERINE,Bellegarde-sur-Valserine,Bellegarde-sur-Valserine,C
"0104","01","84","2","01034","0",BELLEY,Belley,Belley,C
"0105","01","84","2","01053","0",BOURG EN BRESSE 1,Bourg-en-Bresse-1,Bourg-en-Bresse-1,C
"0106","01","84","2","01053","0",BOURG EN BRESSE 2,Bourg-en-Bresse-2,Bourg-en-Bresse-2,C
"0107","01","84","1","01072","0",CEYZERIAT,Ceyzériat,Ceyzériat,C
"0108","01","84","1","01093","0",CHATILLON SUR CHALARONNE,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne,C
"0109","01","84","1","01173","0",GEX,Gex,Gex,C
"0110","01","84","1","01185","0",HAUTEVILLE LOMPNES,Hauteville-Lompnes,Hauteville-Lompnes,C
"0111","01","84","2","01202","0",LAGNIEU,Lagnieu,Lagnieu,C
"0112","01","84","1","01244","0",MEXIMIEUX,Meximieux,Meximieux,C
"0113","01","84","1","01249","0",MIRIBEL,Miribel,Miribel,C
"0114","01","84","1","01269","0",NANTUA,Nantua,Nantua,C
"0115","01","84","1","01283","1",OYONNAX,Oyonnax,Oyonnax,C
"0116","01","84","1","01304","0",PONT D AIN,Pont-d'Ain,Pont-d'Ain,C
"0117","01","84","1","01320","0",REPLONGES,Replonges,Replonges,C
"0118","01","84","1","01350","0",SAINT ETIENNE DU BOIS,Saint-Étienne-du-Bois,Saint-Étienne-du-Bois,C
"0119","01","84","1","01354","0",SAINT GENIS POUILLY,Saint-Genis-Pouilly,Saint-Genis-Pouilly,C
"0120","01","84","1","01419","0",THOIRY,Thoiry,Thoiry,C
"0121","01","84","1","01427","0",TREVOUX,Trévoux,Trévoux,C
"0122","01","84","1","01443","0",VILLARS LES DOMBES,Villars-les-Dombes,Villars-les-Dombes,C
"0123","01","84","1","01457","0",VONNAS,Vonnas,Vonnas,C
"0189","01","84",,"01338","0",GROSLEE SAINT BENOIT,Groslée-Saint-Benoit,Groslée-Saint-Benoit,N
"0199","01","84",,"01053","0",BOURG EN BRESSE,Bourg-en-Bresse,Bourg-en-Bresse,V
"0201","02","32","1","02095","0",BOHAIN EN VERMANDOIS,Bohain-en-Vermandois,Bohain-en-Vermandois,C
"0202","02","32","1","02168","0",CHATEAU THIERRY,Château-Thierry,Château-Thierry,C
"0203","02","32","1","02173","0",CHAUNY,Chauny,Chauny,C
"0204","02","32","1","02290","1",ESSOMES SUR MARNE,Essômes-sur-Marne,Essômes-sur-Marne,C
"0205","02","32","1","02305","0",FERE EN TARDENOIS,Fère-en-Tardenois,Fère-en-Tardenois,C
"0206","02","32","1","02360","0",GUIGNICOURT,Guignicourt,Guignicourt,C
"0207","02","32","1","02361","0",GUISE,Guise,Guise,C
"0208","02","32","1","02381","1",HIRSON,Hirson,Hirson,C
"0209","02","32","2","02408","0",LAON 1,Laon-1,Laon-1,C
"0210","02","32","2","02408","0",LAON 2,Laon-2,Laon-2,C
"0211","02","32","1","02468","0",MARLE,Marle,Marle,C
"0212","02","32","1","02648","0",RIBEMONT,Ribemont,Ribemont,C
"0213","02","32","2","02691","0",SAINT QUENTIN 1,Saint-Quentin-1,Saint-Quentin-1,C
"0214","02","32","2","02691","0",SAINT QUENTIN 2,Saint-Quentin-2,Saint-Quentin-2,C
"0215","02","32","2","02691","0",SAINT QUENTIN 3,Saint-Quentin-3,Saint-Quentin-3,C
"0216","02","32","2","02722","0",SOISSONS 1,Soissons-1,Soissons-1,C
"0217","02","32","2","02722","0",SOISSONS 2,Soissons-2,Soissons-2,C
"0218","02","32","1","02738","0",TERGNIER,Tergnier,Tergnier,C
"0219","02","32","1","02789","0",VERVINS,Vervins,Vervins,C
"0220","02","32","1","02795","0",VIC SUR AISNE,Vic-sur-Aisne,Vic-sur-Aisne,C
"0221","02","32","1","02810","0",VILLERS COTTERETS,Villers-Cotterêts,Villers-Cotterêts,C
"0297","02","32",,"02408","0",LAON,Laon,Laon,V
"0298","02","32",,"02691","0",SAINT QUENTIN,Saint-Quentin,Saint-Quentin,V
"0299","02","32",,"02722","0",SOISSONS,Soissons,Soissons,V
"0301","03","84","1","03023","0",BELLERIVE SUR ALLIER,Bellerive-sur-Allier,Bellerive-sur-Allier,C
"0302","03","84","1","03036","0",BOURBON L ARCHAMBAULT,Bourbon-l'Archambault,Bourbon-l'Archambault,C
"0303","03","84","1","03082","0",COMMENTRY,Commentry,Commentry,C
"0304","03","84","1","03095","0",CUSSET,Cusset,Cusset,C
"0305","03","84","1","03102","0",DOMPIERRE SUR BESBRE,Dompierre-sur-Besbre,Dompierre-sur-Besbre,C
"0306","03","84","1","03118","0",GANNAT,Gannat,Gannat,C
"0307","03","84","1","03128","1",HURIEL,Huriel,Huriel,C
"0308","03","84","1","03138","0",LAPALISSE,Lapalisse,Lapalisse,C
"0309","03","84","2","03185","0",MONTLUCON 1,Montluçon-1,Montluçon-1,C
"0310","03","84","2","03185","0",MONTLUCON 2,Montluçon-2,Montluçon-2,C
"0311","03","84","2","03185","0",MONTLUCON 3,Montluçon-3,Montluçon-3,C
"0312","03","84","2","03185","0",MONTLUCON 4,Montluçon-4,Montluçon-4,C
"0313","03","84","2","03190","0",MOULINS 1,Moulins-1,Moulins-1,C
"0314","03","84","2","03190","0",MOULINS 2,Moulins-2,Moulins-2,C
"0315","03","84","1","03254","0",SAINT POURCAIN SUR SIOULE,Saint-Pourçain-sur-Sioule,Saint-Pourçain-sur-Sioule,C
"0316","03","84","1","03275","0",SOUVIGNY,Souvigny,Souvigny,C
"0317","03","84","2","03310","0",VICHY 1,Vichy-1,Vichy-1,C
"0318","03","84","2","03310","0",VICHY 2,Vichy-2,Vichy-2,C
"0319","03","84","1","03321","1",YZEURE,Yzeure,Yzeure,C
"0397","03","84",,"03185","0",MONTLUCON,Montluçon,Montluçon,V
"0398","03","84",,"03190","0",MOULINS,Moulins,Moulins,V
"0399","03","84",,"03310","0",VICHY,Vichy,Vichy,V
"0401","04","93","1","04019","0",BARCELONNETTE,Barcelonnette,Barcelonnette,C
"0402","04","93","1","04039","0",CASTELLANE,Castellane,Castellane,C
"0403","04","93","1","04049","0",CHATEAU ARNOUX SAINT AUBAN,Château-Arnoux-Saint-Auban,Château-Arnoux-Saint-Auban,C
"0404","04","93","2","04070","0",DIGNE LES BAINS 1,Digne-les-Bains-1,Digne-les-Bains-1,C
"0405","04","93","2","04070","0",DIGNE LES BAINS 2,Digne-les-Bains-2,Digne-les-Bains-2,C
"0406","04","93","1","04088","0",FORCALQUIER,Forcalquier,Forcalquier,C
"0407","04","93","2","04112","0",MANOSQUE 1,Manosque-1,Manosque-1,C
"0408","04","93","2","04112","0",MANOSQUE 2,Manosque-2,Manosque-2,C
"0409","04","93","2","04112","0",MANOSQUE 3,Manosque-3,Manosque-3,C
"0410","04","93","1","04143","1",ORAISON,Oraison,Oraison,C
"0411","04","93","1","04160","0",REILLANNE,Reillanne,Reillanne,C
"0412","04","93","1","04166","0",RIEZ,Riez,Riez,C
"0413","04","93","1","04205","0",SEYNE,Seyne,Seyne,C
"0414","04","93","1","04209","0",SISTERON,Sisteron,Sisteron,C
"0415","04","93","1","04230","0",VALENSOLE,Valensole,Valensole,C
"0498","04","93",,"04070","0",DIGNE LES BAINS,Digne-les-Bains,Digne-les-Bains,V
"0499","04","93",,"04112","0",MANOSQUE,Manosque,Manosque,V
"0501","05","93","1","05006","5",ARGENTIERE LA BESSEE,Argentière-la-Bessée,L'Argentière-la-Bessée,C
"0502","05","93","2","05023","0",BRIANCON 1,Briançon-1,Briançon-1,C
"0503","05","93","2","05023","0",BRIANCON 2,Briançon-2,Briançon-2,C
"0504","05","93","1","05040","0",CHORGES,Chorges,Chorges,C
"0505","05","93","1","05046","1",EMBRUN,Embrun,Embrun,C
"0506","05","93","4","05061","0",GAP 1,Gap-1,Gap-1,C
"0507","05","93","4","05061","0",GAP 2,Gap-2,Gap-2,C
"0508","05","93","4","05061","0",GAP 3,Gap-3,Gap-3,C
"0509","05","93","4","05061","0",GAP 4,Gap-4,Gap-4,C
"0510","05","93","1","05065","0",GUILLESTRE,Guillestre,Guillestre,C
"0511","05","93","1","05070","0",LARAGNE MONTEGLIN,Laragne-Montéglin,Laragne-Montéglin,C
"0512","05","93","1","05132","0",SAINT BONNET EN CHAMPSAUR,Saint-Bonnet-en-Champsaur,Saint-Bonnet-en-Champsaur,C
"0513","05","93","1","05166","0",SERRES,Serres,Serres,C
"0514","05","93","1","05170","0",TALLARD,Tallard,Tallard,C
"0515","05","93","1","05179","0",VEYNES,Veynes,Veynes,C
"0598","05","93",,"05023","0",BRIANCON,Briançon,Briançon,V
"0599","05","93",,"05061","0",GAP,Gap,Gap,V
"0601","06","93","2","06004","1",ANTIBES 1,Antibes-1,Antibes-1,C
"0602","06","93","4","06004","1",ANTIBES 2,Antibes-2,Antibes-2,C
"0603","06","93","2","06004","1",ANTIBES 3,Antibes-3,Antibes-3,C
"0604","06","93","1","06012","0",BEAUSOLEIL,Beausoleil,Beausoleil,C
"0605","06","93","4","06027","0",CAGNES SUR MER 1,Cagnes-sur-Mer-1,Cagnes-sur-Mer-1,C
"0606","06","93","2","06027","0",CAGNES SUR MER 2,Cagnes-sur-Mer-2,Cagnes-sur-Mer-2,C
"0607","06","93","5","06029","0",CANNES 1,Cannes-1,Cannes-1,C
"0608","06","93","4","06029","0",CANNES 2,Cannes-2,Cannes-2,C
"0609","06","93","2","06030","2",CANNET,Cannet,Le Cannet,C
"0610","06","93","1","06048","0",CONTES,Contes,Contes,C
"0611","06","93","2","06069","0",GRASSE 1,Grasse-1,Grasse-1,C
"0612","06","93","2","06069","0",GRASSE 2,Grasse-2,Grasse-2,C
"0613","06","93","1","06079","0",MANDELIEU LA NAPOULE,Mandelieu-la-Napoule,Mandelieu-la-Napoule,C
"0614","06","93","1","06083","0",MENTON,Menton,Menton,C
"0615","06","93","4","06088","0",NICE 1,Nice-1,Nice-1,C
"0616","06","93","4","06088","0",NICE 2,Nice-2,Nice-2,C
"0617","06","93","2","06088","0",NICE 3,Nice-3,Nice-3,C
"0618","06","93","4","06088","0",NICE 4,Nice-4,Nice-4,C
"0619","06","93","4","06088","0",NICE 5,Nice-5,Nice-5,C
"0620","06","93","4","06088","0",NICE 6,Nice-6,Nice-6,C
"0621","06","93","2","06088","0",NICE 7,Nice-7,Nice-7,C
"0622","06","93","4","06088","0",NICE 8,Nice-8,Nice-8,C
"0623","06","93","4","06088","0",NICE 9,Nice-9,Nice-9,C
"0624","06","93","1","06147","0",TOURRETTE LEVENS,Tourrette-Levens,Tourrette-Levens,C
"0625","06","93","2","06152","0",VALBONNE,Valbonne,Valbonne,C
"0626","06","93","1","06157","0",VENCE,Vence,Vence,C
"0627","06","93","1","06161","0",VILLENEUVE LOUBET,Villeneuve-Loubet,Villeneuve-Loubet,C
"0694","06","93",,"06004","1",ANTIBES,Antibes,Antibes,V
"0695","06","93",,"06027","0",CAGNES SUR MER,Cagnes-sur-Mer,Cagnes-sur-Mer,V
"0696","06","93",,"06029","0",CANNES,Cannes,Cannes,V
"0697","06","93",,"06030","2",CANNET,Cannet,Le Cannet,V
"0698","06","93",,"06069","0",GRASSE,Grasse,Grasse,V
"0699","06","93",,"06088","0",NICE,Nice,Nice,V
"0701","07","84","2","07010","1",ANNONAY 1,Annonay-1,Annonay-1,C
"0702","07","84","2","07010","1",ANNONAY 2,Annonay-2,Annonay-2,C
"0703","07","84","2","07019","1",AUBENAS 1,Aubenas-1,Aubenas-1,C
"0704","07","84","2","07019","1",AUBENAS 2,Aubenas-2,Aubenas-2,C
"0705","07","84","1","07042","0",BOURG SAINT ANDEOL,Bourg-Saint-Andéol,Bourg-Saint-Andéol,C
"0706","07","84","1","07064","0",HAUT EYRIEUX,Haut-Eyrieux,Haut-Eyrieux,C
"0707","07","84","1","07102","0",GUILHERAND GRANGES,Guilherand-Granges,Guilherand-Granges,C
"0708","07","84","1","07129","0",HAUT VIVARAIS,Haut-Vivarais,Haut-Vivarais,C
"0709","07","84","1","07181","2",POUZIN,Pouzin,Le Pouzin,C
"0710","07","84","1","07186","0",PRIVAS,Privas,Privas,C
"0711","07","84","1","07308","0",SARRAS,Sarras,Sarras,C
"0712","07","84","1","07319","0",BERG HELVIE,Berg-Helvie,Berg-Helvie,C
"0713","07","84","1","07322","0",HAUTE ARDECHE,Haute-Ardèche,Haute-Ardèche,C
"0714","07","84","1","07324","0",TOURNON SUR RHONE,Tournon-sur-Rhône,Tournon-sur-Rhône,C
"0715","07","84","1","07330","0",VALLON PONT D ARC,Vallon-Pont-d'Arc,Vallon-Pont-d'Arc,C
"0716","07","84","1","07334","4",CEVENNES ARDECHOISES,Cévennes Ardéchoises,Les Cévennes Ardéchoises,C
"0717","07","84","1","07349","0",RHONE EYRIEUX,Rhône-Eyrieux,Rhône-Eyrieux,C
"0798","07","84",,"07010","1",ANNONAY,Annonay,Annonay,V
"0799","07","84",,"07019","1",AUBENAS,Aubenas,Aubenas,V
"0801","08","44","2","08025","1",ATTIGNY,Attigny,Attigny,C
"0802","08","44","1","08081","0",BOGNY SUR MEUSE,Bogny-sur-Meuse,Bogny-sur-Meuse,C
"0803","08","44","1","08090","0",CARIGNAN,Carignan,Carignan,C
"0804","08","44","2","08105","0",CHARLEVILLE MEZIERES 1,Charleville-Mézières-1,Charleville-Mézières-1,C
"0805","08","44","2","08105","0",CHARLEVILLE MEZIERES 2,Charleville-Mézières-2,Charleville-Mézières-2,C
"0806","08","44","2","08105","0",CHARLEVILLE MEZIERES 3,Charleville-Mézières-3,Charleville-Mézières-3,C
"0807","08","44","2","08105","0",CHARLEVILLE MEZIERES 4,Charleville-Mézières-4,Charleville-Mézières-4,C
"0808","08","44","1","08107","0",CHATEAU PORCIEN,Château-Porcien,Château-Porcien,C
"0809","08","44","1","08190","0",GIVET,Givet,Givet,C
"0810","08","44","1","08327","0",NOUVION SUR MEUSE,Nouvion-sur-Meuse,Nouvion-sur-Meuse,C
"0811","08","44","1","08362","0",RETHEL,Rethel,Rethel,C
"0812","08","44","1","08363","0",REVIN,Revin,Revin,C
"0813","08","44","1","08367","0",ROCROI,Rocroi,Rocroi,C
"0814","08","44","3","08409","0",SEDAN 1,Sedan-1,Sedan-1,C
"0815","08","44","2","08409","0",SEDAN 2,Sedan-2,Sedan-2,C
"0816","08","44","2","08409","0",SEDAN 3,Sedan-3,Sedan-3,C
"0817","08","44","1","08419","0",SIGNY L ABBAYE,Signy-l'Abbaye,Signy-l'Abbaye,C
"0818","08","44","1","08480","0",VILLERS SEMEUSE,Villers-Semeuse,Villers-Semeuse,C
"0819","08","44","3","08490","0",VOUZIERS,Vouziers,Vouziers,C
"0888","08","44",,"08490","0",VOUZIERS,Vouziers,Vouziers,N
"0889","08","44",,"08115","0",CHEMERY CHEHERY,Chémery-Chéhéry,Chémery-Chéhéry,N
"0898","08","44",,"08105","0",CHARLEVILLE MEZIERES,Charleville-Mézières,Charleville-Mézières,V
"0899","08","44",,"08409","0",SEDAN,Sedan,Sedan,V
"0901","09","76","1","09032","0",HAUTE ARIEGE,Haute-Ariège,Haute-Ariège,C
"0902","09","76","1","09167","1",ARIZE LEZE,Arize-Lèze,Arize-Lèze,C
"0903","09","76","1","09042","0",COUSERANS EST,Couserans Est,Couserans Est,C
"0904","09","76","1","09261","0",COUSERANS OUEST,Couserans Ouest,Couserans Ouest,C
"0905","09","76","1","09122","0",FOIX,Foix,Foix,C
"0906","09","76","1","09194","0",MIREPOIX,Mirepoix,Mirepoix,C
"0907","09","76","2","09225","0",PAMIERS 1,Pamiers-1,Pamiers-1,C
"0908","09","76","2","09225","0",PAMIERS 2,Pamiers-2,Pamiers-2,C
"0909","09","76","1","09160","0",PAYS D OLMES,Pays d'Olmes,Pays d'Olmes,C
"0910","09","76","1","09282","0",PORTES D ARIEGE,Portes d'Ariège,Portes d'Ariège,C
"0911","09","76","1","09268","0",PORTES DU COUSERANS,Portes du Couserans,Portes du Couserans,C
"0912","09","76","1","09306","0",SABARTHES,Sabarthès,Sabarthès,C
"0913","09","76","1","09324","0",VAL D ARIEGE,Val d'Ariège,Val d'Ariège,C
"0999","09","76",,"09225","0",PAMIERS,Pamiers,Pamiers,V
"1001","10","44","1","10003","1",AIX EN OTHE,Aix-en-Othe,Aix-en-Othe,C
"1002","10","44","1","10006","1",ARCIS SUR AUBE,Arcis-sur-Aube,Arcis-sur-Aube,C
"1003","10","44","1","10033","0",BAR SUR AUBE,Bar-sur-Aube,Bar-sur-Aube,C
"1004","10","44","1","10034","0",BAR SUR SEINE,Bar-sur-Seine,Bar-sur-Seine,C
"1005","10","44","1","10064","0",BRIENNE LE CHATEAU,Brienne-le-Château,Brienne-le-Château,C
"1006","10","44","1","10115","0",CRENEY PRES TROYES,Creney-près-Troyes,Creney-près-Troyes,C
"1007","10","44","1","10268","0",NOGENT SUR SEINE,Nogent-sur-Seine,Nogent-sur-Seine,C
"1008","10","44","1","10317","4",RICEYS,Riceys,Les Riceys,C
"1009","10","44","1","10323","0",ROMILLY SUR SEINE,Romilly-sur-Seine,Romilly-sur-Seine,C
"1010","10","44","1","10333","0",SAINT ANDRE LES VERGERS,Saint-André-les-Vergers,Saint-André-les-Vergers,C
"1011","10","44","1","10349","0",SAINT LYE,Saint-Lyé,Saint-Lyé,C
"1012","10","44","4","10387","0",TROYES 1,Troyes-1,Troyes-1,C
"1013","10","44","2","10387","0",TROYES 2,Troyes-2,Troyes-2,C
"1014","10","44","2","10387","0",TROYES 3,Troyes-3,Troyes-3,C
"1015","10","44","2","10387","0",TROYES 4,Troyes-4,Troyes-4,C
"1016","10","44","4","10387","0",TROYES 5,Troyes-5,Troyes-5,C
"1017","10","44","1","10401","0",VENDEUVRE SUR BARSE,Vendeuvre-sur-Barse,Vendeuvre-sur-Barse,C
"1099","10","44",,"10387","0",TROYES,Troyes,Troyes,V
"1101","11","76","1","11049","3",PIEGE AU RAZES,Piège au Razès,La Piège au Razès,C
"1102","11","76","4","11069","0",CARCASSONNE 1,Carcassonne-1,Carcassonne-1,C
"1103","11","76","2","11069","0",CARCASSONNE 2,Carcassonne-2,Carcassonne-2,C
"1104","11","76","2","11069","0",CARCASSONNE 3,Carcassonne-3,Carcassonne-3,C
"1105","11","76","1","11076","2",BASSIN CHAURIEN,Bassin chaurien,Le Bassin chaurien,C
"1106","11","76","1","11106","4",BASSES PLAINES DE L AUDE,Basses Plaines de l'Aude,Les Basses Plaines de l'Aude,C
"1107","11","76","1","11132","4",CORBIERES,Corbières,Les Corbières,C
"1108","11","76","1","11203","2",LEZIGNANAIS,Lézignanais,Le Lézignanais,C
"1109","11","76","1","11206","3",REGION LIMOUXINE,Région Limouxine,La Région Limouxine,C
"1110","11","76","1","11254","3",MALEPERE A LA MONTAGNE NOIRE,Malepère à la Montagne Noire,La Malepère à la Montagne Noire,C
"1111","11","76","2","11262","0",NARBONNE 1,Narbonne-1,Narbonne-1,C
"1112","11","76","2","11262","0",NARBONNE 2,Narbonne-2,Narbonne-2,C
"1113","11","76","4","11262","0",NARBONNE 3,Narbonne-3,Narbonne-3,C
"1114","11","76","1","11304","3",HAUTE VALLEE DE L AUDE,Haute-Vallée de l'Aude,La Haute-Vallée de l'Aude,C
"1115","11","76","1","11315","2",HAUT MINERVOIS,Haut-Minervois,Le Haut-Minervois,C
"1116","11","76","1","11369","2",SUD MINERVOIS,Sud-Minervois,Le Sud-Minervois,C
"1117","11","76","1","11379","4",CORBIERES MEDITERRANEE,Corbières Méditerranée,Les Corbières Méditerranée,C
"1118","11","76","1","11397","3",MONTAGNE D ALARIC,Montagne d'Alaric,La Montagne d'Alaric,C
"1119","11","76","1","11429","3",VALLEE DE L ORBIEL,Vallée de l'Orbiel,La Vallée de l'Orbiel,C
"1198","11","76",,"11069","0",CARCASSONNE,Carcassonne,Carcassonne,V
"1199","11","76",,"11262","0",NARBONNE,Narbonne,Narbonne,V
"1201","12","76","1","12119","1",AUBRAC ET CARLADEZ,Aubrac et Carladez,Aubrac et Carladez,C
"1202","12","76","1","12198","1",AVEYRON ET TARN,Aveyron et Tarn,Aveyron et Tarn,C
"1203","12","76","1","12264","0",CAUSSE COMTAL,Causse-Comtal,Causse-Comtal,C
"1204","12","76","1","12063","0",CAUSSES ROUGIERS,Causses-Rougiers,Causses-Rougiers,C
"1205","12","76","1","12056","0",CEOR SEGALA,Ceor-Ségala,Ceor-Ségala,C
"1206","12","76","1","12013","1",ENNE ET ALZOU,Enne et Alzou,Enne et Alzou,C
"1207","12","76","1","12089","0",LOT ET DOURDOU,Lot et Dourdou,Lot et Dourdou,C
"1208","12","76","1","12052","0",LOT ET MONTBAZINOIS,Lot et Montbazinois,Lot et Montbazinois,C
"1209","12","76","1","12224","0",LOT ET PALANGES,Lot et Palanges,Lot et Palanges,C
"1210","12","76","1","12096","0",LOT ET TRUYERE,Lot et Truyère,Lot et Truyère,C
"1211","12","76","2","12145","0",MILLAU 1,Millau-1,Millau-1,C
"1212","12","76","2","12145","0",MILLAU 2,Millau-2,Millau-2,C
"1213","12","76","1","12197","0",MONTS DU REQUISTANAIS,Monts du Réquistanais,Monts du Réquistanais,C
"1214","12","76","1","12133","0",NORD LEVEZOU,Nord-Lévezou,Nord-Lévezou,C
"1215","12","76","1","12185","0",RASPES ET LEVEZOU,Raspes et Lévezou,Raspes et Lévezou,C
"1216","12","76","4","12202","0",RODEZ 1,Rodez-1,Rodez-1,C
"1217","12","76","2","12202","0",RODEZ 2,Rodez-2,Rodez-2,C
"1218","12","76","2","12202","0",RODEZ ONET,Rodez-Onet,Rodez-Onet,C
"1219","12","76","1","12208","0",SAINT AFFRIQUE,Saint-Affrique,Saint-Affrique,C
"1220","12","76","1","12270","0",TARN ET CAUSSES,Tarn et Causses,Tarn et Causses,C
"1221","12","76","1","12254","0",VALLON,Vallon,Vallon,C
"1222","12","76","1","12300","0",VILLEFRANCHE DE ROUERGUE,Villefranche-de-Rouergue,Villefranche-de-Rouergue,C
"1223","12","76","1","12301","0",VILLENEUVOIS ET VILLEFRANCHOIS,Villeneuvois et Villefranchois,Villeneuvois et Villefranchois,C
"1298","12","76",,"12145","0",MILLAU,Millau,Millau,V
"1299","12","76",,"12202","0",RODEZ,Rodez,Rodez,V
"1301","13","93","4","13001","1",AIX EN PROVENCE 1,Aix-en-Provence-1,Aix-en-Provence-1,C
"1302","13","93","4","13001","1",AIX EN PROVENCE 2,Aix-en-Provence-2,Aix-en-Provence-2,C
"1303","13","93","1","13002","1",ALLAUCH,Allauch,Allauch,C
"1304","13","93","1","13004","1",ARLES,Arles,Arles,C
"1305","13","93","1","13005","1",AUBAGNE,Aubagne,Aubagne,C
"1306","13","93","1","13014","0",BERRE L ETANG,Berre-l'Étang,Berre-l'Étang,C
"1307","13","93","1","13027","0",CHATEAURENARD,Châteaurenard,Châteaurenard,C
"1308","13","93","1","13028","3",CIOTAT,Ciotat,La Ciotat,C
"1309","13","93","1","13041","0",GARDANNE,Gardanne,Gardanne,C
"1310","13","93","1","13047","1",ISTRES,Istres,Istres,C
"1311","13","93","1","13054","0",MARIGNANE,Marignane,Marignane,C
"1312","13","93","5","13055","0",MARSEILLE 1,Marseille-1,Marseille-1,C
"1313","13","93","5","13055","0",MARSEILLE 2,Marseille-2,Marseille-2,C
"1314","13","93","5","13055","0",MARSEILLE 3,Marseille-3,Marseille-3,C
"1315","13","93","5","13055","0",MARSEILLE 4,Marseille-4,Marseille-4,C
"1316","13","93","5","13055","0",MARSEILLE 5,Marseille-5,Marseille-5,C
"1317","13","93","5","13055","0",MARSEILLE 6,Marseille-6,Marseille-6,C
"1318","13","93","5","13055","0",MARSEILLE 7,Marseille-7,Marseille-7,C
"1319","13","93","5","13055","0",MARSEILLE 8,Marseille-8,Marseille-8,C
"1320","13","93","5","13055","0",MARSEILLE 9,Marseille-9,Marseille-9,C
"1321","13","93","5","13055","0",MARSEILLE 10,Marseille-10,Marseille-10,C
"1322","13","93","5","13055","0",MARSEILLE 11,Marseille-11,Marseille-11,C
"1323","13","93","5","13055","0",MARSEILLE 12,Marseille-12,Marseille-12,C
"1324","13","93","1","13056","0",MARTIGUES,Martigues,Martigues,C
"1325","13","93","1","13069","0",PELISSANNE,Pélissanne,Pélissanne,C
"1326","13","93","2","13103","0",SALON DE PROVENCE 1,Salon-de-Provence-1,Salon-de-Provence-1,C
"1327","13","93","2","13103","0",SALON DE PROVENCE 2,Salon-de-Provence-2,Salon-de-Provence-2,C
"1328","13","93","1","13110","0",TRETS,Trets,Trets,C
"1329","13","93","1","13117","0",VITROLLES,Vitrolles,Vitrolles,C
"1397","13","93",,"13001","1",AIX EN PROVENCE,Aix-en-Provence,Aix-en-Provence,V
"1398","13","93",,"13055","0",MARSEILLE,Marseille,Marseille,V
"1399","13","93",,"13103","0",SALON DE PROVENCE,Salon-de-Provence,Salon-de-Provence,V
"1401","14","28","2","14027","1",AUNAY SUR ODON,Aunay-sur-Odon,Aunay-sur-Odon,C
"1402","14","28","1","14047","0",BAYEUX,Bayeux,Bayeux,C
"1403","14","28","1","14098","0",BRETTEVILLE L ORGUEILLEUSE,Bretteville-l'Orgueilleuse,Bretteville-l'Orgueilleuse,C
"1404","14","28","1","14117","0",CABOURG,Cabourg,Cabourg,C
"1405","14","28","2","14118","0",CAEN 1,Caen-1,Caen-1,C
"1406","14","28","2","14118","0",CAEN 2,Caen-2,Caen-2,C
"1407","14","28","2","14118","0",CAEN 3,Caen-3,Caen-3,C
"1408","14","28","4","14118","0",CAEN 4,Caen-4,Caen-4,C
"1409","14","28","2","14118","0",CAEN 5,Caen-5,Caen-5,C
"1410","14","28","2","14174","0",CONDE SUR NOIREAU,Condé-sur-Noireau,Condé-sur-Noireau,C
"1411","14","28","1","14191","0",COURSEULLES SUR MER,Courseulles-sur-Mer,Courseulles-sur-Mer,C
"1412","14","28","1","14257","1",EVRECY,Évrecy,Évrecy,C
"1413","14","28","1","14258","0",FALAISE,Falaise,Falaise,C
"1414","14","28","1","14327","1",HEROUVILLE SAINT CLAIR,Hérouville-Saint-Clair,Hérouville-Saint-Clair,C
"1415","14","28","1","14333","0",HONFLEUR DEAUVILLE,Honfleur-Deauville,Honfleur-Deauville,C
"1416","14","28","1","14341","1",IFS,Ifs,Ifs,C
"1417","14","28","1","14366","0",LISIEUX,Lisieux,Lisieux,C
"1418","14","28","1","14371","0",LIVAROT,Livarot,Livarot,C
"1419","14","28","1","14431","0",MEZIDON CANON,Mézidon-Canon,Mézidon-Canon,C
"1420","14","28","1","14488","1",OUISTREHAM,Ouistreham,Ouistreham,C
"1421","14","28","1","14514","0",PONT L EVEQUE,Pont-l'Évêque,Pont-l'Évêque,C
"1422","14","28","1","14689","0",THURY HARCOURT,Thury-Harcourt,Thury-Harcourt,C
"1423","14","28","1","14711","0",TREVIERES,Trévières,Trévières,C
"1424","14","28","1","14712","0",TROARN,Troarn,Troarn,C
"1425","14","28","1","14762","0",VIRE,Vire,Vire,C
"1489","14","28",,"14027","4",MONTS D AUNAY,Monts d'Aunay,Les Monts d'Aunay,N
"1499","14","28",,"14118","0",CAEN,Caen,Caen,V
"1501","15","84","2","15012","1",ARPAJON SUR CERE,Arpajon-sur-Cère,Arpajon-sur-Cère,C
"1502","15","84","2","15014","1",AURILLAC 1,Aurillac-1,Aurillac-1,C
"1503","15","84","4","15014","1",AURILLAC 2,Aurillac-2,Aurillac-2,C
"1504","15","84","4","15014","1",AURILLAC 3,Aurillac-3,Aurillac-3,C
