"can","dep","reg","compct","burcentral","tncc","ncc","nccenr","libelle","typect"
"4107","41","24","2","41151","0",MONTRICHARD,Montrichard,Montrichard,C
"4108","41","24","1","41167","1",ONZAIN,Onzain,Onzain,C
"4109","41","24","1","41238","2",PERCHE,Perche,Le Perche,C
"4110","41","24","1","41194","0",ROMORANTIN LANTHENAY,Romorantin-Lanthenay,Romorantin-Lanthenay,C
"4111","41","24","1","41198","0",SAINT AIGNAN,Saint-Aignan,Saint-Aignan,C
"4112","41","24","1","41242","0",SELLES SUR CHER,Selles-sur-Cher,Selles-sur-Cher,C
"4113","41","24","1","41232","3",SOLOGNE,Sologne,La Sologne,C
"4114","41","24","1","41269","0",VENDOME,Vendôme,Vendôme,C
"4115","41","24","2","41295","0",VINEUIL,Vineuil,Vineuil,C
"4189","41","24",,"41059","2",CONTROIS EN SOLOGNE,Controis-en-Sologne,Le Controis-en-Sologne,N
"4199","41","24",,"41018","0",BLOIS,Blois,Blois,V
"4201","42","84","1","42005","1",ANDREZIEUX BOUTHEON,Andrézieux-Bouthéon,Andrézieux-Bouthéon,C
"4202","42","84","1","42019","0",BOEN SUR LIGNON,Boën-sur-Lignon,Boën-sur-Lignon,C
"4203","42","84","1","42052","0",CHARLIEU,Charlieu,Charlieu,C
"4204","42","84","1","42071","2",COTEAU,Coteau,Le Coteau,C
"4205","42","84","1","42094","0",FEURS,Feurs,Feurs,C
"4206","42","84","1","42095","0",FIRMINY,Firminy,Firminy,C
"4207","42","84","1","42147","0",MONTBRISON,Montbrison,Montbrison,C
"4208","42","84","1","42168","2",PILAT,Pilat,Le Pilat,C
"4209","42","84","1","42182","0",RENAISON,Renaison,Renaison,C
"4210","42","84","1","42186","0",RIVE DE GIER,Rive-de-Gier,Rive-de-Gier,C
"4211","42","84","2","42187","0",ROANNE 1,Roanne-1,Roanne-1,C
"4212","42","84","2","42187","0",ROANNE 2,Roanne-2,Roanne-2,C
"4213","42","84","1","42207","0",SAINT CHAMOND,Saint-Chamond,Saint-Chamond,C
"4214","42","84","4","42218","0",SAINT ETIENNE 1,Saint-Etienne-1,Saint-Etienne-1,C
"4215","42","84","2","42218","0",SAINT ETIENNE 2,Saint-Etienne-2,Saint-Etienne-2,C
"4216","42","84","2","42218","0",SAINT ETIENNE 3,Saint-Etienne-3,Saint-Etienne-3,C
"4217","42","84","2","42218","0",SAINT ETIENNE 4,Saint-Etienne-4,Saint-Etienne-4,C
"4218","42","84","2","42218","0",SAINT ETIENNE 5,Saint-Etienne-5,Saint-Etienne-5,C
"4219","42","84","4","42218","0",SAINT ETIENNE 6,Saint-Etienne-6,Saint-Etienne-6,C
"4220","42","84","1","42279","0",SAINT JUST SAINT RAMBERT,Saint-Just-Saint-Rambert,Saint-Just-Saint-Rambert,C
"4221","42","84","1","42302","0",SORBIERS,Sorbiers,Sorbiers,C
"4298","42","84",,"42187","0",ROANNE,Roanne,Roanne,V
"4299","42","84",,"42218","0",SAINT ETIENNE,Saint-Étienne,Saint-Étienne,V
"4301","43","84","1","43012","1",AUREC SUR LOIRE,Aurec-sur-Loire,Aurec-sur-Loire,C
"4302","43","84","1","43020","0",BAS EN BASSET,Bas-en-Basset,Bas-en-Basset,C
"4303","43","84","1","43244","0",BOUTIERES,Boutières,Boutières,C
"4304","43","84","1","43040","0",BRIOUDE,Brioude,Brioude,C
"4305","43","84","1","43224","4",DEUX RIVIERES ET VALLEES,Deux Rivières et Vallées,Les Deux Rivières et Vallées,C
"4306","43","84","1","43200","1",EMBLAVEZ ET MEYGAL,Emblavez-et-Meygal,Emblavez-et-Meygal,C
"4307","43","84","1","43112","0",GORGES DE L ALLIER GEVAUDAN,Gorges de l'Allier-Gévaudan,Gorges de l'Allier-Gévaudan,C
"4308","43","84","1","43051","0",MEZENC,Mézenc,Mézenc,C
"4309","43","84","1","43137","0",MONISTROL SUR LOIRE,Monistrol-sur-Loire,Monistrol-sur-Loire,C
"4310","43","84","1","43132","0",PAYS DE LAFAYETTE,Pays de Lafayette,Pays de Lafayette,C
"4311","43","84","1","43080","0",PLATEAU DU HAUT VELAY GRANITIQUE,Plateau du Haut-Velay granitique,Plateau du Haut-Velay granitique,C
"4312","43","84","2","43157","2",PUY EN VELAY 1,Puy-en-Velay-1,Le Puy-en-Velay-1,C
"4313","43","84","2","43157","2",PUY EN VELAY 2,Puy-en-Velay-2,Le Puy-en-Velay-2,C
"4314","43","84","2","43157","2",PUY EN VELAY 3,Puy-en-Velay-3,Le Puy-en-Velay-3,C
"4315","43","84","2","43157","2",PUY EN VELAY 4,Puy-en-Velay-4,Le Puy-en-Velay-4,C
"4316","43","84","1","43216","0",SAINT PAULIEN,Saint-Paulien,Saint-Paulien,C
"4317","43","84","1","43185","0",SAINTE FLORINE,Sainte-Florine,Sainte-Florine,C
"4318","43","84","1","43084","0",VELAY VOLCANIQUE,Velay volcanique,Velay volcanique,C
"4319","43","84","1","43268","1",YSSINGEAUX,Yssingeaux,Yssingeaux,C
"4399","43","84",,"43157","2",PUY EN VELAY,Puy-en-Velay,Le Puy-en-Velay,V
"4401","44","52","1","44003","1",ANCENIS,Ancenis,Ancenis,C
"4402","44","52","1","44055","3",BAULE ESCOUBLAC,Baule-Escoublac,La Baule-Escoublac,C
"4403","44","52","1","44015","0",BLAIN,Blain,Blain,C
"4404","44","52","1","44026","0",CARQUEFOU,Carquefou,Carquefou,C
"4405","44","52","1","44035","3",CHAPELLE SUR ERDRE,Chapelle-sur-Erdre,La Chapelle-sur-Erdre,C
"4406","44","52","1","44036","0",CHATEAUBRIANT,Châteaubriant,Châteaubriant,C
"4407","44","52","1","44043","0",CLISSON,Clisson,Clisson,C
"4408","44","52","1","44067","0",GUEMENE PENFAO,Guémené-Penfao,Guémené-Penfao,C
"4409","44","52","1","44069","0",GUERANDE,Guérande,Guérande,C
"4410","44","52","2","44087","0",MACHECOUL,Machecoul,Machecoul,C
"4411","44","52","4","44109","0",NANTES 1,Nantes-1,Nantes-1,C
"4412","44","52","4","44109","0",NANTES 2,Nantes-2,Nantes-2,C
"4413","44","52","4","44109","0",NANTES 3,Nantes-3,Nantes-3,C
"4414","44","52","4","44109","0",NANTES 4,Nantes-4,Nantes-4,C
"4415","44","52","4","44109","0",NANTES 5,Nantes-5,Nantes-5,C
"4416","44","52","4","44109","0",NANTES 6,Nantes-6,Nantes-6,C
"4417","44","52","4","44109","0",NANTES 7,Nantes-7,Nantes-7,C
"4418","44","52","1","44110","0",NORT SUR ERDRE,Nort-sur-Erdre,Nort-sur-Erdre,C
"4419","44","52","1","44129","0",PONTCHATEAU,Pontchâteau,Pontchâteau,C
"4420","44","52","2","44131","0",PORNIC,Pornic,Pornic,C
"4421","44","52","2","44143","0",REZE 1,Rezé-1,Rezé-1,C
"4422","44","52","4","44143","0",REZE 2,Rezé-2,Rezé-2,C
"4423","44","52","1","44154","0",SAINT BREVIN LES PINS,Saint-Brevin-les-Pins,Saint-Brevin-les-Pins,C
"4424","44","52","2","44162","0",SAINT HERBLAIN 1,Saint-Herblain-1,Saint-Herblain-1,C
"4425","44","52","2","44162","0",SAINT HERBLAIN 2,Saint-Herblain-2,Saint-Herblain-2,C
"4426","44","52","4","44184","0",SAINT NAZAIRE 1,Saint-Nazaire-1,Saint-Nazaire-1,C
"4427","44","52","2","44184","0",SAINT NAZAIRE 2,Saint-Nazaire-2,Saint-Nazaire-2,C
"4428","44","52","1","44188","0",SAINT PHILBERT DE GRAND LIEU,Saint-Philbert-de-Grand-Lieu,Saint-Philbert-de-Grand-Lieu,C
"4429","44","52","1","44190","0",SAINT SEBASTIEN SUR LOIRE,Saint-Sébastien-sur-Loire,Saint-Sébastien-sur-Loire,C
"4430","44","52","1","44212","0",VALLET,Vallet,Vallet,C
"4431","44","52","1","44215","0",VERTOU,Vertou,Vertou,C
"4489","44","52",,"44005","0",CHAUMES EN RETZ,Chaumes-en-Retz,Chaumes-en-Retz,N
"4496","44","52",,"44109","0",NANTES,Nantes,Nantes,V
"4497","44","52",,"44143","0",REZE,Rezé,Rezé,V
"4498","44","52",,"44162","0",SAINT HERBLAIN,Saint-Herblain,Saint-Herblain,V
"4499","44","52",,"44184","0",SAINT NAZAIRE,Saint-Nazaire,Saint-Nazaire,V
"4501","45","24","1","45028","0",BEAUGENCY,Beaugency,Beaugency,C
"4502","45","24","1","45068","0",CHALETTE SUR LOING,Châlette-sur-Loing,Châlette-sur-Loing,C
"4503","45","24","1","45082","0",CHATEAUNEUF SUR LOIRE,Châteauneuf-sur-Loire,Châteauneuf-sur-Loire,C
"4504","45","24","1","45115","0",COURTENAY,Courtenay,Courtenay,C
"4505","45","24","2","45146","3",FERTE SAINT AUBIN,Ferté-Saint-Aubin,La Ferté-Saint-Aubin,C
"4506","45","24","1","45147","0",FLEURY LES AUBRAIS,Fleury-les-Aubrais,Fleury-les-Aubrais,C
"4507","45","24","1","45155","0",GIEN,Gien,Gien,C
"4508","45","24","1","45187","0",LORRIS,Lorris,Lorris,C
"4509","45","24","1","45191","0",MALESHERBES,Malesherbes,Malesherbes,C
"4510","45","24","1","45203","0",MEUNG SUR LOIRE,Meung-sur-Loire,Meung-sur-Loire,C
"4511","45","24","1","45208","0",MONTARGIS,Montargis,Montargis,C
"4512","45","24","1","45232","1",OLIVET,Olivet,Olivet,C
"4513","45","24","4","45234","1",ORLEANS 1,Orléans-1,Orléans-1,C
"4514","45","24","4","45234","1",ORLEANS 2,Orléans-2,Orléans-2,C
"4515","45","24","2","45234","1",ORLEANS 3,Orléans-3,Orléans-3,C
"4516","45","24","4","45234","1",ORLEANS 4,Orléans-4,Orléans-4,C
"4517","45","24","1","45252","0",PITHIVIERS,Pithiviers,Pithiviers,C
"4518","45","24","1","45284","0",SAINT JEAN DE BRAYE,Saint-Jean-de-Braye,Saint-Jean-de-Braye,C
"4519","45","24","1","45285","0",SAINT JEAN DE LA RUELLE,Saint-Jean-de-la-Ruelle,Saint-Jean-de-la-Ruelle,C
"4520","45","24","1","45286","0",SAINT JEAN LE BLANC,Saint-Jean-le-Blanc,Saint-Jean-le-Blanc,C
"4521","45","24","1","45315","0",SULLY SUR LOIRE,Sully-sur-Loire,Sully-sur-Loire,C
"4599","45","24",,"45234","1",ORLEANS,Orléans,Orléans,V
"4601","46","76","2","46042","0",CAHORS 1,Cahors-1,Cahors-1,C
"4602","46","76","3","46042","0",CAHORS 2,Cahors-2,Cahors-2,C
"4603","46","76","2","46042","0",CAHORS 3,Cahors-3,Cahors-3,C
"4604","46","76","2","46095","0",CAUSSE ET BOURIANE,Causse et Bouriane,Causse et Bouriane,C
"4605","46","76","3","46045","0",CAUSSE ET VALLEES,Causse et Vallées,Causse et Vallées,C
"4606","46","76","1","46029","0",CERE ET SEGALA,Cère et Ségala,Cère et Ségala,C
"4607","46","76","2","46102","0",FIGEAC 1,Figeac-1,Figeac-1,C
"4608","46","76","2","46102","0",FIGEAC 2,Figeac-2,Figeac-2,C
"4609","46","76","1","46127","0",GOURDON,Gourdon,Gourdon,C
"4610","46","76","1","46128","0",GRAMAT,Gramat,Gramat,C
"4611","46","76","1","46143","0",LACAPELLE MARIVAL,Lacapelle-Marival,Lacapelle-Marival,C
"4612","46","76","2","46182","0",LUZECH,Luzech,Luzech,C
"4613","46","76","1","46063","0",MARCHES DU SUD QUERCY,Marches du Sud-Quercy,Marches du Sud-Quercy,C
"4614","46","76","1","46185","0",MARTEL,Martel,Martel,C
"4615","46","76","2","46231","0",PUY L EVEQUE,Puy-l'Evêque,Puy-l'Evêque,C
"4616","46","76","1","46251","0",SAINT CERE,Saint-Céré,Saint-Céré,C
"4617","46","76","1","46309","0",SOUILLAC,Souillac,Souillac,C
"4687","46","76",,"46033","0",PORTE DU QUERCY,Porte-du-Quercy,Porte-du-Quercy,N
"4688","46","76",,"46268","0",SAINT GERY VERS,Saint Géry-Vers,Saint Géry-Vers,N
"4689","46","76",,"46138","0",COEUR DE CAUSSE,Cœur de Causse,Cœur de Causse,N
"4698","46","76",,"46042","0",CAHORS,Cahors,Cahors,V
"4699","46","76",,"46102","0",FIGEAC,Figeac,Figeac,V
"4701","47","75","2","47001","1",AGEN 1,Agen-1,Agen-1,C
"4702","47","75","2","47001","1",AGEN 2,Agen-2,Agen-2,C
"4703","47","75","4","47001","1",AGEN 3,Agen-3,Agen-3,C
"4704","47","75","2","47001","1",AGEN 4,Agen-4,Agen-4,C
"4705","47","75","1","47195","5",ALBRET,Albret,L'Albret,C
"4706","47","75","1","47004","2",CONFLUENT,Confluent,Le Confluent,C
"4707","47","75","1","47086","4",COTEAUX DE GUYENNE,Coteaux de Guyenne,Les Coteaux de Guyenne,C
"4708","47","75","1","47052","4",FORETS DE GASCOGNE,Forêts de Gascogne,Les Forêts de Gascogne,C
"4709","47","75","1","47106","2",FUMELOIS,Fumélois,Le Fumélois,C
"4710","47","75","1","47175","2",HAUT AGENAIS PERIGORD,Haut Agenais Périgord,Le Haut Agenais Périgord,C
"4711","47","75","1","47143","0",LAVARDAC,Lavardac,Lavardac,C
"4712","47","75","1","47252","2",LIVRADAIS,Livradais,Le Livradais,C
"4713","47","75","2","47157","0",MARMANDE 1,Marmande-1,Marmande-1,C
"4714","47","75","2","47157","0",MARMANDE 2,Marmande-2,Marmande-2,C
"4715","47","75","1","47069","5",OUEST AGENAIS,Ouest agenais,L'Ouest agenais,C
"4716","47","75","1","47203","2",PAYS DE SERRES,Pays de Serres,Le Pays de Serres,C
"4717","47","75","1","47145","2",SUD EST AGENAIS,Sud-Est agenais,Le Sud-Est agenais,C
"4718","47","75","1","47310","0",TONNEINS,Tonneins,Tonneins,C
"4719","47","75","1","47168","2",VAL DU DROPT,Val du Dropt,Le Val du Dropt,C
"4720","47","75","2","47323","0",VILLENEUVE SUR LOT 1,Villeneuve-sur-Lot-1,Villeneuve-sur-Lot-1,C
"4721","47","75","2","47323","0",VILLENEUVE SUR LOT 2,Villeneuve-sur-Lot-2,Villeneuve-sur-Lot-2,C
"4797","47","75",,"47001","1",AGEN,Agen,Agen,V
"4798","47","75",,"47157","0",MARMANDE,Marmande,Marmande,V
"4799","47","75",,"47323","0",VILLENEUVE SUR LOT,Villeneuve-sur-Lot,Villeneuve-sur-Lot,V
"4801","48","76","1","48009","1",AUMONT AUBRAC,Aumont-Aubrac,Aumont-Aubrac,C
"4802","48","76","2","48034","3",CANOURGUE,Canourgue,La Canourgue,C
"4803","48","76","1",,"0",CHIRAC,Chirac,Chirac,C
"4804","48","76","1","48051","2",COLLET DE DEZE,Collet-de-Dèze,Le Collet-de-Dèze,C
"4805","48","76","2","48061","0",FLORAC,Florac,Florac,C
"4806","48","76","2","48070","0",GRANDRIEU,Grandrieu,Grandrieu,C
"4807","48","76","1","48080","0",LANGOGNE,Langogne,Langogne,C
"4808","48","76","2","48092","0",MARVEJOLS,Marvejols,Marvejols,C
"4809","48","76","4","48095","0",MENDE 1,Mende-1,Mende-1,C
"4810","48","76","4","48095","0",MENDE 2,Mende-2,Mende-2,C
"4811","48","76","2","48132","0",SAINT ALBAN SUR LIMAGNOLE,Saint-Alban-sur-Limagnole,Saint-Alban-sur-Limagnole,C
"4812","48","76","1","48140","0",SAINT CHELY D APCHER,Saint-Chély-d'Apcher,Saint-Chély-d'Apcher,C
"4813","48","76","2","48147","0",SAINT ETIENNE DU VALDONNEZ,Saint-Etienne-du-Valdonnez,Saint-Etienne-du-Valdonnez,C
"4887","48","76",,"48127","0",MONTS DE RANDON,Monts-de-Randon,Monts-de-Randon,N
"4888","48","76",,"48146","0",GORGES DU TARN CAUSSES,Gorges du Tarn Causses,Gorges du Tarn Causses,N
"4889","48","76",,"48027","0",MONT LOZERE ET GOULET,Mont Lozère et Goulet,Mont Lozère et Goulet,N
"4899","48","76",,"48095","0",MENDE,Mende,Mende,V
"4901","49","52","4","49007","1",ANGERS 1,Angers-1,Angers-1,C
"4902","49","52","2","49007","1",ANGERS 2,Angers-2,Angers-2,C
"4903","49","52","2","49007","1",ANGERS 3,Angers-3,Angers-3,C
"4904","49","52","3","49007","1",ANGERS 4,Angers-4,Angers-4,C
"4905","49","52","2","49007","1",ANGERS 5,Angers-5,Angers-5,C
"4906","49","52","2","49007","1",ANGERS 6,Angers-6,Angers-6,C
"4907","49","52","2","49007","1",ANGERS 7,Angers-7,Angers-7,C
"4908","49","52","1","49021","0",BEAUFORT EN VALLEE,Beaufort-en-Vallée,Beaufort-en-Vallée,C
"4909","49","52","1","49023","0",BEAUPREAU,Beaupréau,Beaupréau,C
"4910","49","52","3","49063","0",CHALONNES SUR LOIRE,Chalonnes-sur-Loire,Chalonnes-sur-Loire,C
"4911","49","52","2","49092","0",CHEMILLE MELAY,Chemillé-Melay,Chemillé-Melay,C
"4912","49","52","4","49099","0",CHOLET 1,Cholet-1,Cholet-1,C
"4913","49","52","2","49099","0",CHOLET 2,Cholet-2,Cholet-2,C
"4914","49","52","3","49125","0",DOUE LA FONTAINE,Doué-la-Fontaine,Doué-la-Fontaine,C
"4915","49","52","2","49180","0",LONGUE JUMELLES,Longué-Jumelles,Longué-Jumelles,C
"4916","49","52","1","49244","3",POMMERAYE,Pommeraye,La Pommeraye,C
"4917","49","52","2","49246","4",PONTS DE CE,Ponts-de-Cé,Les Ponts-de-Cé,C
"4918","49","52","1","49301","0",SAINT MACAIRE EN MAUGES,Saint-Macaire-en-Mauges,Saint-Macaire-en-Mauges,C
"4919","49","52","2","49328","0",SAUMUR,Saumur,Saumur,C
"4920","49","52","1","49331","0",SEGRE,Segré,Segré,C
"4921","49","52","3","49347","0",TIERCE,Tiercé,Tiercé,C
"4984","49","52",,"49060","0",BELLEVIGNE LES CHATEAUX,Bellevigne-les-Châteaux,Bellevigne-les-Châteaux,N
"4985","49","52",,"49261","0",GENNES VAL DE LOIRE,Gennes-Val-de-Loire,Gennes-Val-de-Loire,N
"4986","49","52",,"49050","0",BRISSAC LOIRE AUBANCE,Brissac Loire Aubance,Brissac Loire Aubance,N
"4987","49","52",,"49367","1",ERDRE EN ANJOU,Erdre-en-Anjou,Erdre-en-Anjou,N
"4988","49","52",,"49292","0",VAL DU LAYON,Val-du-Layon,Val-du-Layon,N
"4989","49","52",,"49200","0",LONGUENEE EN ANJOU,Longuenée-en-Anjou,Longuenée-en-Anjou,N
"4998","49","52",,"49007","1",ANGERS,Angers,Angers,V
"4999","49","52",,"49099","0",CHOLET,Cholet,Cholet,V
"5001","50","28","3","50003","1",AGON COUTAINVILLE,Agon-Coutainville,Agon-Coutainville,C
"5002","50","28","3",,"1",AVRANCHES,Avranches,Avranches,C
"5003","50","28","3","50076","0",BREHAL,Bréhal,Bréhal,C
"5004","50","28","2","50082","0",BRICQUEBEC,Bricquebec,Bricquebec,C
"5005","50","28","3",,"0",CARENTAN,Carentan,Carentan,C
"5006","50","28","4","50129","0",CHERBOURG OCTEVILLE 1,Cherbourg-Octeville-1,Cherbourg-Octeville-1,C
"5007","50","28","4","50129","0",CHERBOURG OCTEVILLE 2,Cherbourg-Octeville-2,Cherbourg-Octeville-2,C
"5008","50","28","2","50129","0",CHERBOURG OCTEVILLE 3,Cherbourg-Octeville-3,Cherbourg-Octeville-3,C
"5009","50","28","2","50139","0",CONDE SUR VIRE,Condé-sur-Vire,Condé-sur-Vire,C
"5010","50","28","3","50147","0",COUTANCES,Coutances,Coutances,C
"5011","50","28","2","50151","0",CREANCES,Créances,Créances,C
"5012","50","28","4",,"1",EQUEURDREVILLE HAINNEVILLE,Équeurdreville-Hainneville,Équeurdreville-Hainneville,C
"5013","50","28","1","50218","0",GRANVILLE,Granville,Granville,C
"5014","50","28","2",,"3",HAGUE,Hague,La Hague,C
"5015","50","28","3","50256","1",ISIGNY LE BUAT,Isigny-le-Buat,Isigny-le-Buat,C
"5016","50","28","1","50359","2",MORTAINAIS,Mortainais,Le Mortainais,C
"5017","50","28","2","50402","4",PIEUX,Pieux,Les Pieux,C
"5018","50","28","3","50409","0",PONT HEBERT,Pont-Hébert,Pont-Hébert,C
"5019","50","28","1","50410","0",PONTORSON,Pontorson,Pontorson,C
"5020","50","28","1","50419","0",QUETTREVILLE SUR SIENNE,Quettreville-sur-Sienne,Quettreville-sur-Sienne,C
"5021","50","28","1","50484","0",SAINT HILAIRE DU HARCOUET,Saint-Hilaire-du-Harcouët,Saint-Hilaire-du-Harcouët,C
"5022","50","28","3","50502","0",SAINT LO 1,Saint-Lô-1,Saint-Lô-1,C
"5023","50","28","2","50502","0",SAINT LO 2,Saint-Lô-2,Saint-Lô-2,C
"5024","50","28","2",,"0",TOURLAVILLE,Tourlaville,Tourlaville,C
"5025","50","28","1","50615","0",VALOGNES,Valognes,Valognes,C
"5026","50","28","1","50562","0",VAL DE SAIRE,Val-de-Saire,Val-de-Saire,C
"5027","50","28","1","50639","0",VILLEDIEU LES POELES,Villedieu-les-Poêles,Villedieu-les-Poêles,C
"5080","50","28",,"50550","0",SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,N
"5081","50","28",,"50412","0",PORT BAIL SUR MER,Port-Bail-sur-Mer,Port-Bail-sur-Mer,N
"5082","50","28",,"50215","0",GOUVILLE SUR MER,Gouville-sur-Mer,Gouville-sur-Mer,N
"5083","50","28",,"50099","0",CARENTAN LES MARAIS,Carentan-les-Marais,Carentan-les-Marais,N
"5084","50","28",,"50025","0",AVRANCHES,Avranches,Avranches,N
"5085","50","28",,"50431","0",REMILLY LES MARAIS,Remilly Les Marais,Remilly Les Marais,N
"5086","50","28",,"50400","0",PICAUVILLE,Picauville,Picauville,N
"5087","50","28",,"50565","0",SARTILLY BAIE BOCAGE,Sartilly-Baie-Bocage,Sartilly-Baie-Bocage,N
"5088","50","28",,"50535","2",PARC,Parc,Le Parc,N
"5089","50","28",,"50492","0",SAINT JEAN D ELLE,Saint-Jean-d'Elle,Saint-Jean-d'Elle,N
"5098","50","28",,"50129","0",CHERBOURG EN COTENTIN,Cherbourg-en-Cotentin,Cherbourg-en-Cotentin,V
"5099","50","28",,"50502","0",SAINT LO,Saint-Lô,Saint-Lô,V
"5101","51","44","1","51507","1",ARGONNE SUIPPE ET VESLE,Argonne Suippe et Vesle,Argonne Suippe et Vesle,C
"5102","51","44","1","51075","0",BOURGOGNE,Bourgogne,Bourgogne,C
"5103","51","44","2","51108","0",CHALONS EN CHAMPAGNE 1,Châlons-en-Champagne-1,Châlons-en-Champagne-1,C
"5104","51","44","2","51108","0",CHALONS EN CHAMPAGNE 2,Châlons-en-Champagne-2,Châlons-en-Champagne-2,C
"5105","51","44","2","51108","0",CHALONS EN CHAMPAGNE 3,Châlons-en-Champagne-3,Châlons-en-Champagne-3,C
"5106","51","44","1","51217","0",DORMANS PAYSAGES DE CHAMPAGNE,Dormans-Paysages de Champagne,Dormans-Paysages de Champagne,C
"5107","51","44","2","51230","1",EPERNAY 1,Épernay-1,Épernay-1,C
"5108","51","44","2","51230","1",EPERNAY 2,Épernay-2,Épernay-2,C
"5109","51","44","1","51250","0",FISMES MONTAGNE DE REIMS,Fismes-Montagne de Reims,Fismes-Montagne de Reims,C
"5110","51","44","1","51388","0",MOURMELON VESLE ET MONTS DE CHAMPAGNE,Mourmelon-Vesle et Monts de Champagne,Mourmelon-Vesle et Monts de Champagne,C
"5111","51","44","4","51454","0",REIMS 1,Reims-1,Reims-1,C
"5112","51","44","4","51454","0",REIMS 2,Reims-2,Reims-2,C
"5113","51","44","4","51454","0",REIMS 3,Reims-3,Reims-3,C
"5114","51","44","2","51454","0",REIMS 4,Reims-4,Reims-4,C
"5115","51","44","2","51454","0",REIMS 5,Reims-5,Reims-5,C
"5116","51","44","4","51454","0",REIMS 6,Reims-6,Reims-6,C
"5117","51","44","4","51454","0",REIMS 7,Reims-7,Reims-7,C
"5118","51","44","2","51454","0",REIMS 8,Reims-8,Reims-8,C
"5119","51","44","4","51454","0",REIMS 9,Reims-9,Reims-9,C
"5120","51","44","1","51531","0",SERMAIZE LES BAINS,Sermaize-les-Bains,Sermaize-les-Bains,C
"5121","51","44","1","51535","0",SEZANNE BRIE ET CHAMPAGNE,Sézanne-Brie et Champagne,Sézanne-Brie et Champagne,C
"5122","51","44","1","51612","0",VERTUS PLAINE CHAMPENOISE,Vertus-Plaine Champenoise,Vertus-Plaine Champenoise,C
"5123","51","44","1","51649","0",VITRY LE FRANCOIS CHAMPAGNE ET DER,Vitry-le-François-Champagne et Der,Vitry-le-François-Champagne et Der,C
"5197","51","44",,"51108","0",CHALONS EN CHAMPAGNE,Châlons-en-Champagne,Châlons-en-Champagne,V
"5198","51","44",,"51230","1",EPERNAY,Épernay,Épernay,V
"5199","51","44",,"51454","0",REIMS,Reims,Reims,V
"5201","52","44","1","52058","0",BOLOGNE,Bologne,Bologne,C
"5202","52","44","1","52060","0",BOURBONNE LES BAINS,Bourbonne-les-Bains,Bourbonne-les-Bains,C
"5203","52","44","1","52093","0",CHALINDREY,Chalindrey,Chalindrey,C
"5204","52","44","1","52114","0",CHATEAUVILLAIN,Châteauvillain,Châteauvillain,C
"5205","52","44","2","52121","0",CHAUMONT 1,Chaumont-1,Chaumont-1,C
"5206","52","44","2","52121","0",CHAUMONT 2,Chaumont-2,Chaumont-2,C
"5207","52","44","2","52121","0",CHAUMONT 3,Chaumont-3,Chaumont-3,C
"5208","52","44","1","52194","1",EURVILLE BIENVILLE,Eurville-Bienville,Eurville-Bienville,C
"5209","52","44","1","52250","0",JOINVILLE,Joinville,Joinville,C
"5210","52","44","1","52269","0",LANGRES,Langres,Langres,C
"5211","52","44","1","52353","0",NOGENT,Nogent,Nogent,C
"5212","52","44","1","52398","0",POISSONS,Poissons,Poissons,C
"5213","52","44","2","52448","0",SAINT DIZIER 1,Saint-Dizier-1,Saint-Dizier-1,C
"5214","52","44","4","52448","0",SAINT DIZIER 2,Saint-Dizier-2,Saint-Dizier-2,C
"5215","52","44","2","52448","0",SAINT DIZIER 3,Saint-Dizier-3,Saint-Dizier-3,C
"5216","52","44","1","52529","0",VILLEGUSIEN LE LAC,Villegusien-le-Lac,Villegusien-le-Lac,C
"5217","52","44","1","52550","0",WASSY,Wassy,Wassy,C
"5298","52","44",,"52121","0",CHAUMONT,Chaumont,Chaumont,V
"5299","52","44",,"52448","0",SAINT DIZIER,Saint-Dizier,Saint-Dizier,V
"5301","53","52","2","53014","1",AZE,Azé,Azé,C
"5302","53","52","1","53034","0",BONCHAMP LES LAVAL,Bonchamp-lès-Laval,Bonchamp-lès-Laval,C
"5303","53","52","2","53062","0",CHATEAU GONTIER,Château-Gontier,Château-Gontier,C
"5304","53","52","1","53077","0",COSSE LE VIVIEN,Cossé-le-Vivien,Cossé-le-Vivien,C
"5305","53","52","1","53096","1",ERNEE,Ernée,Ernée,C
"5306","53","52","2","53097","1",EVRON,Évron,Évron,C
"5307","53","52","1","53107","0",GORRON,Gorron,Gorron,C
"5308","53","52","1","53119","5",HUISSERIE,Huisserie,L'Huisserie,C
"5309","53","52","1","53127","0",LASSAY LES CHATEAUX,Lassay-les-Châteaux,Lassay-les-Châteaux,C
"5310","53","52","4","53130","0",LAVAL 1,Laval-1,Laval-1,C
"5311","53","52","4","53130","0",LAVAL 2,Laval-2,Laval-2,C
"5312","53","52","4","53130","0",LAVAL 3,Laval-3,Laval-3,C
"5313","53","52","1","53137","0",LOIRON,Loiron,Loiron,C
"5314","53","52","1","53147","0",MAYENNE,Mayenne,Mayenne,C
"5315","53","52","2","53152","0",MESLAY DU MAINE,Meslay-du-Maine,Meslay-du-Maine,C
"5316","53","52","1","53201","0",SAINT BERTHEVIN,Saint-Berthevin,Saint-Berthevin,C
"5317","53","52","1","53271","0",VILLAINES LA JUHEL,Villaines-la-Juhel,Villaines-la-Juhel,C
